Unnamed: 0,total,lost_coverage_lines,improve_coverage_lines
statements_diff,-84.0,-84.0,0.0
statements_diff,-84.0,-84.0,0.0
statements_diff,-84.0,-84.0,0.0
statements_diff,-84.0,-84.0,0.0
statements_diff,-84.0,-84.0,0.0
statements_diff,-84.0,-84.0,0.0
statements_diff,-84.0,-84.0,0.0
statements_diff,-84.0,-84.0,0.0
statements_diff,-84.0,-84.0,0.0
statements_diff,-84.0,-84.0,0.0
statements_diff,-84.0,-84.0,0.0
statements_diff,-84.0,-84.0,0.0
statements_diff,-84.0,-84.0,0.0
statements_diff,-84.0,-84.0,0.0
