Unnamed: 0,total,lost_coverage_lines,improve_coverage_lines
LINE_MISSED,7436.0,7436.0,0.0
LINE_MISSED,1.0,1.0,0.0
LINE_MISSED,7436.0,7436.0,0.0
LINE_COVERED,0.0,0.0,0.0
LINE_COVERED,0.0,0.0,0.0
LINE_MISSED,7436.0,7436.0,0.0
LINE_MISSED,3226.0,3226.0,0.0
LINE_COVERED,0.0,0.0,0.0
LINE_COVERED,-94.0,0.0,-94.0
LINE_MISSED,94.0,94.0,0.0
LINE_COVERED,3.0,3.0,0.0
LINE_COVERED,-5.0,0.0,-5.0
LINE_COVERED,0.0,0.0,0.0
LINE_COVERED,-1.0,0.0,-1.0
LINE_MISSED,0.0,0.0,0.0
LINE_COVERED,0.0,0.0,0.0
LINE_MISSED,-3.0,0.0,-3.0
LINE_MISSED,7436.0,7436.0,0.0
