file_name,sum_statements,sum_missing,mean_statements,mean_missing
difference_pybuilder.LLAMA.VF.DuplicateAssertion.csv,0,8,0.0,0.8888888888888888
difference_aws-cli.LLAMA.VF.DuplicateAssertion.csv,0,17682,0.0,82.62616822429906
difference_RxPY.LLAMA.VF.DuplicateAssertion.csv,-18,2782,-0.24,37.093333333333334
difference_stig.LLAMA.VF.DuplicateAssertion.csv,0,0,0.0,0.0
difference_grimoirelab.LLAMA.VF.DuplicateAssertion.csv,0,0,0.0,0.0
difference_robotframework.LLAMA.VF.DuplicateAssertion.csv,0,0,0.0,0.0
difference_spotipy.LLAMA.VF.DuplicateAssertion.csv,34,10,4.857142857142857,1.4285714285714286
difference_cloud-init.LLAMA.VF.DuplicateAssertion.csv,-168,34942,-0.7241379310344828,150.61206896551724
difference_polling.LLAMA.VF.DuplicateAssertion.csv,0,50,0.0,25.0
difference_vhs-teletext.LLAMA.VF.DuplicateAssertion.csv,0,10,0.0,0.2222222222222222
difference_softlayer.LLAMA.VF.DuplicateAssertion.csv,0,8716,0.0,114.6842105263158
