Unnamed: 0,total,lost_coverage_lines,improve_coverage_lines
statements,0.0,0.0,0.0
missing,0.0,0.0,0.0
statements,0.0,0.0,0.0
missing,0.0,0.0,0.0
missing,-17548.0,0.0,-17548.0
statements,0.0,0.0,0.0
statements,0.0,0.0,0.0
missing,0.0,0.0,0.0
statements,0.0,0.0,0.0
missing,0.0,0.0,0.0
statements,0.0,0.0,0.0
statements,0.0,0.0,0.0
statements,0.0,0.0,0.0
missing,0.0,0.0,0.0
statements,0.0,0.0,0.0
statements,0.0,0.0,0.0
statements,0.0,0.0,0.0
missing,0.0,0.0,0.0
missing,0.0,0.0,0.0
missing,0.0,0.0,0.0
missing,-38.0,0.0,-38.0
statements,0.0,0.0,0.0
missing,-3.0,0.0,-3.0
missing,0.0,0.0,0.0
