file_name,sum_statements,sum_missing,mean_statements,mean_missing
difference_RxPY.GEMINI.VF.LackCohesion.csv,0,0,0.0,0.0
difference_robotframework.GEMINI.VF.LackCohesion.csv,0,0,0.0,0.0
difference_aws-cli.GEMINI.VF.LackCohesion.csv,0,0,0.0,0.0
difference_acitoolkit.GEMINI.VF.LackCohesion.csv,0,0,0.0,0.0
difference_softlayer.GEMINI.VF.LackCohesion.csv,0,0,0.0,0.0
difference_cloud-init.GEMINI.VF.LackCohesion.csv,0,0,0.0,0.0
difference_stig.GEMINI.VF.LackCohesion.csv,0,0,0.0,0.0
difference_grimoirelab.GEMINI.VF.LackCohesion.csv,0,0,0.0,0.0
difference_pybuilder.GEMINI.VF.LackCohesion.csv,0,0,0.0,0.0
difference_jedi.GEMINI.VF.LackCohesion.csv,0,0,0.0,0.0
