file_name,sum_statements,sum_missing,mean_statements,mean_missing
difference_grimoirelab.LLAMA.VF.UnknownTest.csv,0,0,0.0,0.0
difference_softlayer.LLAMA.VF.UnknownTest.csv,0,8716,0.0,114.6842105263158
difference_RxPY.LLAMA.VF.UnknownTest.csv,-18,2782,-0.24,37.093333333333334
difference_vhs-teletext.LLAMA.VF.UnknownTest.csv,0,22,0.0,0.4888888888888889
difference_cloud-init.LLAMA.VF.UnknownTest.csv,-168,34918,-0.7241379310344828,150.50862068965517
difference_jedi.LLAMA.VF.UnknownTest.csv,0,-92,0.0,-1.1219512195121952
difference_pybuilder.LLAMA.VF.UnknownTest.csv,0,76,0.0,8.444444444444445
difference_robotframework.LLAMA.VF.UnknownTest.csv,0,0,0.0,0.0
difference_stig.LLAMA.VF.UnknownTest.csv,0,0,0.0,0.0
difference_aws-cli.LLAMA.VF.UnknownTest.csv,0,17682,0.0,82.62616822429906
