file_name,sum_statements,sum_missing,mean_statements,mean_missing
difference_cloud-init.GEMINI.VF.AssertionRoulette.csv,0,0,0.0,0.0
difference_acitoolkit.GEMINI.VF.AssertionRoulette.csv,0,0,0.0,0.0
difference_spotipy.GEMINI.VF.AssertionRoulette.csv,0,0,0.0,0.0
difference_pybuilder.GEMINI.VF.AssertionRoulette.csv,0,0,0.0,0.0
difference_softlayer.GEMINI.VF.AssertionRoulette.csv,0,0,0.0,0.0
difference_robotframework.GEMINI.VF.AssertionRoulette.csv,0,0,0.0,0.0
difference_grimoirelab.GEMINI.VF.AssertionRoulette.csv,0,0,0.0,0.0
difference_RxPY.GEMINI.VF.AssertionRoulette.csv,0,0,0.0,0.0
difference_aws-cli.GEMINI.VF.AssertionRoulette.csv,0,0,0.0,0.0
difference_stig.GEMINI.VF.AssertionRoulette.csv,0,0,0.0,0.0
