Unnamed: 0,total,lost_coverage_lines,improve_coverage_lines
missing_diff,8841.0,0.0,8841.0
missing_diff,8841.0,0.0,8841.0
statements_diff,0.0,0.0,0.0
statements_diff,0.0,0.0,0.0
statements_diff,0.0,0.0,0.0
missing_diff,8851.0,0.0,8851.0
missing_diff,8841.0,0.0,8841.0
statements_diff,0.0,0.0,0.0
missing_diff,8841.0,0.0,8841.0
missing_diff,0.0,0.0,0.0
missing_diff,8841.0,0.0,8841.0
statements_diff,0.0,0.0,0.0
missing_diff,8841.0,0.0,8841.0
missing_diff,8841.0,0.0,8841.0
statements_diff,0.0,0.0,0.0
statements_diff,0.0,0.0,0.0
statements_diff,0.0,0.0,0.0
statements_diff,0.0,0.0,0.0
missing_diff,8841.0,0.0,8841.0
statements_diff,0.0,0.0,0.0
statements_diff,0.0,0.0,0.0
missing_diff,8841.0,0.0,8841.0
missing_diff,8841.0,0.0,8841.0
missing_diff,0.0,0.0,0.0
statements_diff,0.0,0.0,0.0
missing_diff,8841.0,0.0,8841.0
statements_diff,0.0,0.0,0.0
statements_diff,0.0,0.0,0.0
