Unnamed: 0,total,lost_coverage_lines,improve_coverage_lines
missing_diff,1634.0,0.0,1634.0
missing_diff,17459.0,0.0,17459.0
missing_diff,17460.0,0.0,17460.0
missing_diff,17460.0,0.0,17460.0
missing_diff,17470.0,0.0,17470.0
missing_diff,17560.0,0.0,17560.0
missing_diff,17471.0,0.0,17471.0
missing_diff,1634.0,0.0,1634.0
missing_diff,17459.0,0.0,17459.0
missing_diff,17459.0,0.0,17459.0
missing_diff,17560.0,0.0,17560.0
missing_diff,17560.0,0.0,17560.0
missing_diff,17459.0,0.0,17459.0
missing_diff,17459.0,0.0,17459.0
