Unnamed: 0,total,lost_coverage_lines,improve_coverage_lines
missing,-4358.0,0.0,-4358.0
missing,-4358.0,0.0,-4358.0
missing,-4358.0,0.0,-4358.0
missing,-4358.0,0.0,-4358.0
missing,-69.0,0.0,-69.0
missing,-4358.0,0.0,-4358.0
missing,-6.0,0.0,-6.0
statements,0.0,0.0,0.0
statements,0.0,0.0,0.0
statements,0.0,0.0,0.0
statements,0.0,0.0,0.0
missing,-4358.0,0.0,-4358.0
statements,0.0,0.0,0.0
statements,0.0,0.0,0.0
missing,-4358.0,0.0,-4358.0
statements,0.0,0.0,0.0
missing,-4358.0,0.0,-4358.0
missing,-1.0,0.0,-1.0
statements,0.0,0.0,0.0
statements,0.0,0.0,0.0
statements,0.0,0.0,0.0
statements,0.0,0.0,0.0
